KT_USC,WOJEWÓDZTWO,POWIAT,GMINA,IMIĘ_PIERWSZE,PŁEĆ,LICZBA_WYSTĄPIEŃ
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,ERYK,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,KAJETAN,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,MILAN,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,TYMOTEUSZ,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,DOMINIK,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,BARTŁOMIEJ,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,WITOLD,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,KRZYSZTOF,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,JĘDRZEJ,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,MIESZKO,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,OSKAR,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,ALEKS,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,ALEXANDER,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,PAWEŁ,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,DANIEL,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,GRZEGORZ,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,JULIAN,MĘŻCZYZNA,2
1001011,ŁÓDZKIE,BEŁCHATOWSKI,BEŁCHATÓW,GABRIEL,MĘŻCZYZNA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,AMELIA,KOBIETA,6
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,HANNA,KOBIETA,4
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,ZOFIA,KOBIETA,4
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,ZUZANNA,KOBIETA,3
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,ANNA,KOBIETA,3
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,LILIANA,KOBIETA,3
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,JULIA,KOBIETA,3
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,MIA,KOBIETA,3
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,LAURA,KOBIETA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,WERONIKA,KOBIETA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,POLA,KOBIETA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,NIKOLA,KOBIETA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,ELIZA,KOBIETA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,ANASTAZJA,KOBIETA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,BLANKA,KOBIETA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,BIANKA,KOBIETA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,LENA,KOBIETA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,JAN,MĘŻCZYZNA,4
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,LEON,MĘŻCZYZNA,4
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,JAKUB,MĘŻCZYZNA,4
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,SZYMON,MĘŻCZYZNA,3
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,OSKAR,MĘŻCZYZNA,3
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,NIKODEM,MĘŻCZYZNA,3
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,ADAM,MĘŻCZYZNA,3
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,HUBERT,MĘŻCZYZNA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,FABIAN,MĘŻCZYZNA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,ALAN,MĘŻCZYZNA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,STANISŁAW,MĘŻCZYZNA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,OLIWIER,MĘŻCZYZNA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,MILAN,MĘŻCZYZNA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,MIKOŁAJ,MĘŻCZYZNA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,TYMON,MĘŻCZYZNA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,KACPER,MĘŻCZYZNA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,MATEUSZ,MĘŻCZYZNA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,DAWID,MĘŻCZYZNA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,MARCIN,MĘŻCZYZNA,2
1002011,ŁÓDZKIE,KUTNOWSKI,KUTNO,FRANCISZEK,MĘŻCZYZNA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,WIKTORIA,KOBIETA,5
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,OLIWIA,KOBIETA,5
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,ZOFIA,KOBIETA,4
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,MAJA,KOBIETA,4
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,POLA,KOBIETA,4
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,NADIA,KOBIETA,4
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,LENA,KOBIETA,4
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,GABRIELA,KOBIETA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,ZUZANNA,KOBIETA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,AURELIA,KOBIETA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,NIKOLA,KOBIETA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,JAGODA,KOBIETA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,LILIANA,KOBIETA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,IGA,KOBIETA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,JULIA,KOBIETA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,MICHALINA,KOBIETA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,SONIA,KOBIETA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,ALICJA,KOBIETA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,ANASTAZJA,KOBIETA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,HANNA,KOBIETA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,MARCELINA,KOBIETA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,KORNELIA,KOBIETA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,NIKODEM,MĘŻCZYZNA,8
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,MIKOŁAJ,MĘŻCZYZNA,5
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,WOJCIECH,MĘŻCZYZNA,4
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,ANTONI,MĘŻCZYZNA,4
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,OSKAR,MĘŻCZYZNA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,GABRIEL,MĘŻCZYZNA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,ADAM,MĘŻCZYZNA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,DAWID,MĘŻCZYZNA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,IGNACY,MĘŻCZYZNA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,OLIWIER,MĘŻCZYZNA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,WIKTOR,MĘŻCZYZNA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,FRANCISZEK,MĘŻCZYZNA,3
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,TYMON,MĘŻCZYZNA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,JAN,MĘŻCZYZNA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,PATRYK,MĘŻCZYZNA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,LEON,MĘŻCZYZNA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,HUBERT,MĘŻCZYZNA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,STANISŁAW,MĘŻCZYZNA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,MIŁOSZ,MĘŻCZYZNA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,JAKUB,MĘŻCZYZNA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,IGOR,MĘŻCZYZNA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,FILIP,MĘŻCZYZNA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,MARCEL,MĘŻCZYZNA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,NATAN,MĘŻCZYZNA,2
1004011,ŁÓDZKIE,ŁĘCZYCKI,ŁĘCZYCA,KACPER,MĘŻCZYZNA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,HANNA,KOBIETA,12
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,LAURA,KOBIETA,9
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,MAJA,KOBIETA,7
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,ZUZANNA,KOBIETA,6
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,IGA,KOBIETA,6
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,ZOFIA,KOBIETA,6
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,BLANKA,KOBIETA,6
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,POLA,KOBIETA,5
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,OLIWIA,KOBIETA,5
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,JULIA,KOBIETA,5
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,KORNELIA,KOBIETA,5
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,GABRIELA,KOBIETA,5
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,NADIA,KOBIETA,4
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,ANIELA,KOBIETA,4
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,MARCELINA,KOBIETA,4
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,ANASTAZJA,KOBIETA,4
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,ANTONINA,KOBIETA,4
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,MARIA,KOBIETA,3
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,NATALIA,KOBIETA,3
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,ALICJA,KOBIETA,3
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,MICHALINA,KOBIETA,3
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,ŁUCJA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,HELENA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,LILIANA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,NELA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,STEFANIA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,MATYLDA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,URSZULA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,ALEKSANDRA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,EMILIA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,NINA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,NICOLA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,LILIANNA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,APOLONIA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,KLARA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,ANNA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,LENA,KOBIETA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,NIKODEM,MĘŻCZYZNA,9
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,JAN,MĘŻCZYZNA,8
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,FRANCISZEK,MĘŻCZYZNA,8
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,MIKOŁAJ,MĘŻCZYZNA,7
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,WOJCIECH,MĘŻCZYZNA,7
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,LEON,MĘŻCZYZNA,6
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,SZYMON,MĘŻCZYZNA,5
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,ALEKSANDER,MĘŻCZYZNA,5
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,IGNACY,MĘŻCZYZNA,5
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,MARCEL,MĘŻCZYZNA,5
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,ANTONI,MĘŻCZYZNA,4
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,TYMON,MĘŻCZYZNA,4
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,JAKUB,MĘŻCZYZNA,4
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,OLIWIER,MĘŻCZYZNA,4
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,STANISŁAW,MĘŻCZYZNA,4
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,MICHAŁ,MĘŻCZYZNA,3
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,MIŁOSZ,MĘŻCZYZNA,3
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,FILIP,MĘŻCZYZNA,3
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,GABRIEL,MĘŻCZYZNA,3
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,OSKAR,MĘŻCZYZNA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,BARTŁOMIEJ,MĘŻCZYZNA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,LEONARD,MĘŻCZYZNA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,KSAWERY,MĘŻCZYZNA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,IGOR,MĘŻCZYZNA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,TYMOTEUSZ,MĘŻCZYZNA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,MAKSYMILIAN,MĘŻCZYZNA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,BARTOSZ,MĘŻCZYZNA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,KACPER,MĘŻCZYZNA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,PIOTR,MĘŻCZYZNA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,BRUNO,MĘŻCZYZNA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,ADAM,MĘŻCZYZNA,2
1005011,ŁÓDZKIE,ŁOWICKI,ŁOWICZ,MACIEJ,MĘŻCZYZNA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,LAURA,KOBIETA,8
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,HANNA,KOBIETA,8
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,ALICJA,KOBIETA,8
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,JULIA,KOBIETA,7
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,LENA,KOBIETA,6
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,WIKTORIA,KOBIETA,6
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,ANTONINA,KOBIETA,6
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,ZOFIA,KOBIETA,6
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,OLIWIA,KOBIETA,5
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,ANNA,KOBIETA,5
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,ALEKSANDRA,KOBIETA,5
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,AMELIA,KOBIETA,5
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,ŁUCJA,KOBIETA,4
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,MARIA,KOBIETA,4
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,KLARA,KOBIETA,4
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,ADRIANNA,KOBIETA,4
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,IGA,KOBIETA,4
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,MICHALINA,KOBIETA,4
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,NELA,KOBIETA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,KAJA,KOBIETA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,ZUZANNA,KOBIETA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,POLA,KOBIETA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,NIKOLA,KOBIETA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,MARCELINA,KOBIETA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,MAGDALENA,KOBIETA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,NADIA,KOBIETA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,ROZALIA,KOBIETA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,MILENA,KOBIETA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,MAJA,KOBIETA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,WERONIKA,KOBIETA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,APOLONIA,KOBIETA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,JAN,MĘŻCZYZNA,11
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,ANTONI,MĘŻCZYZNA,10
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,STANISŁAW,MĘŻCZYZNA,9
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,NIKODEM,MĘŻCZYZNA,9
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,IGNACY,MĘŻCZYZNA,7
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,FRANCISZEK,MĘŻCZYZNA,7
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,LEON,MĘŻCZYZNA,6
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,MIKOŁAJ,MĘŻCZYZNA,5
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,FILIP,MĘŻCZYZNA,5
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,JAKUB,MĘŻCZYZNA,4
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,ADAM,MĘŻCZYZNA,4
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,GABRIEL,MĘŻCZYZNA,4
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,MIŁOSZ,MĘŻCZYZNA,4
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,KRYSTIAN,MĘŻCZYZNA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,KSAWERY,MĘŻCZYZNA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,SZYMON,MĘŻCZYZNA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,ALEKSANDER,MĘŻCZYZNA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,WIKTOR,MĘŻCZYZNA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,OSKAR,MĘŻCZYZNA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,CEZARY,MĘŻCZYZNA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,PIOTR,MĘŻCZYZNA,3
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,HENRYK,MĘŻCZYZNA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,MAKSYMILIAN,MĘŻCZYZNA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,WOJCIECH,MĘŻCZYZNA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,BARTOSZ,MĘŻCZYZNA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,TYMOTEUSZ,MĘŻCZYZNA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,IGOR,MĘŻCZYZNA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,KORNEL,MĘŻCZYZNA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,KACPER,MĘŻCZYZNA,2
1007043,ŁÓDZKIE,OPOCZYŃSKI,OPOCZNO,TYMON,MĘŻCZYZNA,2
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,POLA,KOBIETA,16
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,ALICJA,KOBIETA,9
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,MAJA,KOBIETA,8
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,ZOFIA,KOBIETA,8
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,IGA,KOBIETA,7
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,HANNA,KOBIETA,6
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,JULIA,KOBIETA,6
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,AMELIA,KOBIETA,6
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,MARCELINA,KOBIETA,6
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,LAURA,KOBIETA,5
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,NADIA,KOBIETA,5
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,ZUZANNA,KOBIETA,5
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,MARIA,KOBIETA,5
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,OLIWIA,KOBIETA,5
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,ANTONINA,KOBIETA,4
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,KAJA,KOBIETA,4
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,MICHALINA,KOBIETA,4
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,JAGODA,KOBIETA,4
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,NELA,KOBIETA,4
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,NIKOLA,KOBIETA,3
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,HELENA,KOBIETA,3
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,EMILIA,KOBIETA,3
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,KLARA,KOBIETA,3
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,WERONIKA,KOBIETA,3
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,MARTYNA,KOBIETA,3
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,LENA,KOBIETA,3
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,NATALIA,KOBIETA,3
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,LILIANA,KOBIETA,2
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,NEL,KOBIETA,2
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,ANIELA,KOBIETA,2
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,MARIANNA,KOBIETA,2
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,APOLONIA,KOBIETA,2
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,MELANIA,KOBIETA,2
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,EMMA,KOBIETA,2
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,AURELIA,KOBIETA,2
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,VIKTORIA,KOBIETA,2
1008021,ŁÓDZKIE,PABIANICKI,PABIANICE,LIWIA,KOBIETA,2
